JOB DESCRIPTION	JOB CATEGORY
"No. of Vacancy 62 Pay Rs. 31,000/- approx. Educational Qualification Bachelor’s Degree in any discipline from a recognised University/Institutions with a minimum of 50% marks in aggregate (pass class for SC/ST/PWBD candidates). Age Limit 18-35 yrs"	2
"Government job Aryavart Gramin Bank (AGB) Head Office – A-2/46, Vijay Khand, Gomti Nagar, Lucknow, UP Recruitment of Officer Scale III, Scale II, Scale I and Office Assistant (Multi Purpose) 2011 (Phase – 2) Online Applications are invited for appointment in Officer andClerical (Office Assistant) Cadre in Aryavart Gramin Bank : Officer Scale-III : 04 posts, Pay Scale : Rs.25700-31500/- , Age : 21-40 years Officer Scale-II : 19 posts (Information Technology Officer – 2, 2 Officer – 10, Marketing Officers – 7), Pay Scale : Rs.19400-28100/-, Age : 21-32 years Officer Scale-I : 63 posts, Pay Scale : Rs.14500-25700, Age : 18-28 years Office Assistant (Clerk) : 85 posts, Pay Scale : Rs. 7200-19300, Age : 18-28 years Application Fee : Rs. 500/- for each post of Officer and Rs. 400/- for the post of Office Assistant (Rs.100/- for SC/ST/PH/Ex.SM), to be paid cash only by means of Payment Voucher Challan in Bank of India or in Aryavart Gramin Bank only. How to Apply : Apply Online at Aryavart Gramin Bank website from 29/08/2011 to 28/09/2011 only. Important Dates : Start date of online submission of application : 29/08/2011 Last Date of receipt of application : 28/09/2011 Date of written test for Office Assistant : 20/11/2011 Date of written test for Officers : 13/11/2011 (for all posts of Officers) Further information, Payment challan voucher and Online submission of application, please visit http://www.aryavart-rrb.com/Recruitment_2011_phase2.html"	2
"Candidates should have experience in farming practices and must know to deal with labours. 2 graduates will be given priority. please attach your educational qualifications with certificates. salary range will be 7000-10000 per month. Job Type: Full-time Salary: ₹7,000.00 to ₹10,000.00 /month Experience: work: 1 year (Preferred) Education: Bachelor's (Preferred) Location: Bemetara, Chhattisgarh (Preferred) Language: Hindi, English (Preferred) Required travel: 25% (Preferred) Required Documents: Address Proof (Required) Aadhar Card (Preferred)"	2
"Walk-in interview for the recruitment of Field Assistant No. of post: 01 Emoluments: Rs.15,000/- per month (Fixed) Essential Qualification: B.Sc (2/Horticulture/ Life Sciences) Desirable: Knowledge of computer & Garo language. Candidate Profile: Knowledge of computer & Garo language. Experience:0-5 Years Location:Umiam Education:B.Sc (2/Horticulture/ Life Sciences) Company:ICAR- Research Complex for NEH Region SALARY:Rs.15,000/- per month Last Date:20 Jun 2019 Company Info. ICAR- Research Complex for NEH Region Division of Horticulture ICAR- Research Complex for NEH Region Umroi Road, Umiam-793103 Meghalaya"	2
"Government job Madhya Pradesh Professional Examination Board (Madhya Pradesh Vyavasyik Pareeksha Mandal) (VYAPAM) ""Chayan Bhawan"", Main Road No.1, Chinar Park (East), Bhopal – 462011 Examination-2012 for backlog posts of 2 Development Officer (Special Recruitment Drive for SC and ST candidates only) An examination will be conducted on 25/03/2012 for the following posts : 2 Development Officer : 108 posts (SC-46, ST-62), Pay Scale : Rs.5200-20200 grade pay Rs.2800/- ., Age : 21-40 years How to Apply : Apply Online up to 24/02/2012. Please visit https://www.mponline.gov.in/Portal/Examinations/vyapam/notifications.aspx?langid=en-US&id=36 for details and apply online."	2
"Government job 2 Cooperative Staff Training Institute (ACSTI) Namdev Chowk, Jalandhar – 144001 (Punjab) Recruitment of Clerk-cum-Data Entry Operators in various district Central Cooperative Banks in the state of Punjab : Clerk-cum-Data Entry Operators : 400 posts, Pay Scale : Rs.5910 – 20200 grade pay Rs.1900/-, Age : 18-37 years, relaxation in age as per rules. How to Apply : The application can be filled online at CDAC Mohali website http://recruitment.cdacmohali.in only till 04/07/2011 up to 5.00 PM. Please visit http://recruitment.cdacmohali.in/"	2
"Job Code: N0SUS00512 Job role Setting up an approach to crop yield estimation using vegetative indices and implement it as a service to RMSI clients. The vegetative indices may be extracted from satellite / areal /drone images. Work with the team to setup a quantitative approach for crop yield estimation using crop photographs. Innovate the crop yield estimation methodologies. Represent RMSI in forums and conferences, presenting papers and participating in panel discussions. Essentials M.Sc./ Ph.D. in Agronomy/Horticulture/ Soil Science/2 Experience: 10 to 15 years. A mature and experienced technical person. Must have at least 5 years of experience in using NDVI and other vegetative indices for crop yield and health estimation Understanding of crop physiology and farming practices Sound working experience on ERDAS/ENVI and ArcGIS software."	2
"Products management and office manager for 2 product,beauty products,house uses product and clothes product. Job Types: Full-time, Temporary"	2
"Job Summary We are looking for an enthusiastic and energetic individual to join as a Field executive - Agronomy. You’ll regularly meet farmers and visit their farms. You’ll also work with agronomy-technical-officers to develop advanced package of practices for crops. Qualification and Skills M.Sc in 2 Ability to interact with farmers in Marathi language Familiarity with modern agronomy practices especially – integrated nutrient and pest management Willingness to go through online or executive courses Can stay in village Should have bike to travel and should be willing to travel Responsibilities and Duties Meeting farmers and visiting farms Interact with farmers through multiple media and solve problems Recording data about crop growth and suggesting agronomy practices Continually advance your agronomy knowledge Collaborate with senior agronomy-technical-officers to develop package of practices for crop Job Type: Full-time Salary: ₹15,000.00 to ₹25,000.00 /month"	2
"Function Are you the promising researcher who will support public and private policy makers in the spatial planning process surrounding food production? We are looking for Wageningen Economic Research is looking for a talented colleague with a market- and customer-oriented attitude and a great affinity for applied scientific research. Experience in conducting research projects involving the spatial economic modelling of land use and natural resources is a must. You should have the capability and the ambition to lead and develop projects in that field. Your most important activities in doing so will be: Conducting research activities, including quantitative projects on the spatial economic modelling of land use and natural resources with an emphasis on GIS and R. Working in project teams that vary in size and complexity. These may vary from a few colleagues at Wageningen Economic Research to larger teams consisting of researchers from different organisations. An example of this would be other organisational divisions such as Wageningen Environmental Research, but also international consortia. Maintaining regular contact with your clients, whereby you proactively and sufficiently adapt to their wishes and needs. Clients include the Ministries of 2, Nature and Food Quality and of Infrastructure and Water Management, PBL, the provinces, and the European Commission (incl. H2020). Contributing to the acquisition of new research projects on the basis of your active network in spatial economics, as well as actively contributing to knowledge development and method/product innovation. At Wageningen Economic Research there are seven expertise groups. You will be working in the expertise group Green Economy and Land Use. This expertise group focusses on the economic perspective and sustainable development of green and blue growth via integral explorations, cost-benefit analyses, evaluation methods and business models Function Requirements a completed academic degree in spatial economics or economic geography, plus three to five years of research experience (e.g. PhD research); highly developed analytical skills and knowledge of quantitative research methods, particularly GIS and R; an interest in and network involving spatial economics; experience with project-based work as well as acquisition and project leadership capabilities; insight into the domain and the capacity to transform innovative ideas into concrete projects and products; excellent interpersonal skills to communicate and collaborate engagingly as well as spoken and written communication skills in Dutch and English; experience in publishing research results in reports and academic journals. Working conditions A challenging and meaningful position in an international and dynamic working environment. Your work activities are extremely diverse. Your salary is market-based and depending on your experience between €3,176 and €4,934 gross per month, for a full working week of 36 hours in accordance with the CAO Wageningen Research (scale 11). In addition, we offer: a position for 32 to 36 hours per week; a permanent position that you begin with a temporary contract for one year. Extension of the contract is contingent upon whether you show yourself to be the right fit for the position and if there is a full order portfolio; 8% holiday allowance; a fixed end-year bonus of 3%; 23 holidays with the option of accumulating 25 additional (compensation) days in a 40-hour working week; above average schemes for pension, special leave and parental leave. For example, you get paid 62.5% for parental leave. The employer contribution to the pension is above average as well. You will receive plenty of room for personal development and work in an pleasant, open and professional atmosphere. We fully support our employees in training and degree programmes. Contactinformation Contact If you have any questions, please contact Volkert Beekman, head of Green Economy and Land Use, via + 31 70 335 8241 or email volkert.beekman@wur.nl . Applying Will you be our new colleague? Please submit your application no later than Wednesday 26 June 9:00. Please apply online via https://www.wur.nl/en/Jobs/Vacancies.htm. Only applications via this apply button will be considered. Organization An independent and internationally leading socio-economic research institute. Wageningen Economic Research offers governments and companies (socio-)economic insights and integral advice for sound policies and better decision-making in an innovative way. We have been an expert in the field of sustainable 2 & food, healthy nutrition, lifestyle and the living environment for over 75 years, and are known as a knowledge institute that provides insight into the capacity of our planet on the one hand, and human actions on the other. For this we make use of and develop, among others, policy analysis, future studies, chain and consumer research, evaluations and monitoring systems, based upon our data, models and knowledge. Within Wageningen UR and together with the Wageningen Centre for Development Innovation (WCDI) and the university’s Department of Social Sciences (DMW), Wageningen Economic Research is part of the Social Sciences Group. DMW, Wageningen Economic Research and WCDI comprise the entire knowledge chain of fundamental scientific research (DMW), applied research (Wageningen Economic Research) and consultancy and capacity building (WCDI). As a result, Wageningen Economic Research provides access to a comprehensive range of expertise. www.wur.nl/en/Expertise-Services/Research-Institutes/Economic-Research.htm"	2
"Full-time Bengaluru Bengaluru Office Context of this Job This is an open position for Bengaluru Office at Isha Foundation. The foothills of the Velliangiri mountains, forty kilometers from the city of Coimbatore in South India, serve as home for the Isha Yoga Center. The Center is dedicated to fostering inner transformation and creating an established state of wellbeing in individuals. The large residential facility houses an active international community of brahmacharis, full-time volunteers and visitors. Established by Sadhguru as a powerful sthana (a center for inner growth), it is unique in its offering of all the four paths of yoga – gnana (knowledge), karma (action), kriya (energy) and bhakti (devotion). Every week, thousands of people converge at the center to seek out inner peace and wellbeing, making it a vibrant hub of spiritual growth and activity. “The reason why the ashram is being structured and created the way it is, is to make people understand that a spiritual process does not mean barrenness of life. Spiritual process means grandeur of life. It does not mean obscenity of excess but grandeur of life. Some aspects very carefully crafted to be minimalistic, some elaborate and exuberant.” - Sadhguru Read more about Isha Foundation... What your role will be Research various topics, analyze social trends and identify opportunities for videos, blogs & other content creation Comprehensive research from credible sources on topics identified by Lead  Identify and research topics with potential for interesting content  Identify trending topics and suggest content outline for videos, blogs, etc.  Presenting various viewpoints of topic, controversies, common misunderstandings about a topic, etc.  Write topic briefs, originate content ideas Required Competencies Minimal Educational Qualifications: Other Skills and Competencies: Education level: Graduate  Fluent in reading, speaking and writing English. Well-read.  Meticulous eye for unauthentic sources, inconsistencies in data etc.  Good general knowledge, up-to-date on current affairs, good memory for facts, figures  Capability to assimilate and analyze information on diverse fields. e.g. Arts, pop culture, science, medicine, finance, government, history, 2, and much more.  Capable of identifying relevant experts and conversing with them for information.  Self-motivated Computer Skills:  Proficient with Microsoft Word, Adobe  Extremely proficient at various aspects of Google Search. E.g. search operators, all avatars of Google Search such as News, Scholar, etc.  Aware of where to find large pools of information. E.g. Google Books, JSTOR, Open-Access Journals, reports of various organizations, PhD theses, etc. Required Work Experience: 3 years Gender Preference: None"	2
"Need candidates with Good experience in procurement of fruits & vegetables and willing to work out of Malur location. Graduation in 2 will be an added advantage. Job Type: Full-time Salary: ₹20,000.00 to ₹30,000.00 /month Experience: work: 1 year (Preferred) Education: Diploma (Preferred)"	2
"Executive - Packaging-KAN00773 Cargill provides food, 2, financial and industrial products and services to the world. Together with farmers, customers, governments and communities, we help people thrive by applying our insights and over 150 years of experience. We have 155,000 employees in 70 countries who are committed to feeding the world in a responsible way, reducing environmental impact and improving the communities where we live and work. Description This position is to take charge of General packaging executive, Successor for manager check & verify quality of packing, Planning verification, machine availability for maintenance, Training of people. Food Safety & Quality- 25% Customer Focus / Quality management Packaging Safety requirements Packaging food safety requirements Leading Safety & food safety campaign. Lines OPL & Operation PPT making- 50% Manufacturing call presentation. Packaging best practice call with CEO. Market complaint discussion with CEO. Trials on line & its feedback. Complaint closures & PM complaints tracking. Training to executives & officer. Leading Packing small CI projects Daily Packing Idex BOM making Month end Oil balancing verification. Packaging planning PR PO making for consumables. RISK MANAGEMENT EHS Goals- 25% Adherence to safety standards, Policy and procedures Talent Management: Develops, supervises and provides coaching Quality of packing with zero defect out from plant each unit. Operational Excillence: Operational efficiency &Pack Continuous improvement Capital Effectiveness: Earnings ,Efficiency & Execution Qualifications Minimum Required Qualifications B.Tech Engg. With min 4-5years of Experience in Packaging Preferred Qualifications B.Tech Graduate Min 4-5 years experiance SAP knowledge, Computer knowledge. Build high performance team culture. Job Operations Primary Location India-Gujarat Schedule Full-time Job Type Standard Shift Day Job"	2
"Plastics For Change is developing partnerships with plastic aggregation centre across India. We are looking to hire a consultant to identify and evaluate plastic aggregation centre partnership opportunities. Plastics For Change has developed an ethical sourcing platform to create sustainable livelihoods for the urban poor, while transitioning the industry towards a circular economy. Our deal process and mobile platform provides waste pickers with access to fair and consistent income opportunities. Similar to fair trade 2, our platform creates transparency and accountability from the base of the supply chain to the store shelf. This results in more efficient shared-value chains and higher quality recycled plastic. We provide expertise to help catalyze brands and manufacturers to replace the use of virgin plastic with ethically sourced recycled plastic, thereby, immediately improving the social and environmental impact of their products. Plastics For Change operates through a franchise model. The franchisee partners benefit from price stabilization, working capital finance, standard operating procedures and more operational measures. You can learn more about the turnkey solution by referring to the following link: http://www.plasticsforchange.org/franchise-partner/ Job Description Plastic for Change is looking for a highly committed and an ardent individual who believes in bringing change into the informal plastic recycling sector through community/partner relations. This individual should be passionate about building relationships. We are looking for people who share our values and are driven to create social and economic inclusion. Job Title Consultant (Partnership Development) Requirement Part time (5-7 days in a month) Reports To Director - Programs and Development Location PAN India Duties and Key Responsibilities To identify wholesalers/aggregators involved in recycling plastics who can implement our system and process. To conduct a baseline study in the designated region about informal recycling supply chain with respect to plastics. To network and build relationships with government departments, urban/rural local governing bodies, NGOs and other key stakeholders involved in the plastic recycling sector. To gather contacts and required information from involved stakeholders regarding specific recycled plastic supply chains. To Identify, network, mobilize and engage wholesalers and NGOs who are in the recycled plastic supply chain. To organize meeting and present the PFC model to the selected wholesalers and NGOs. To develop and establish first level relationships with selected wholesalers and NGOs. To enroll selected wholesalers/NGOs on the PFC franchise funnel. To help in building trust with selected wholesalers/NGOs to maintain a strong working relationship. To organize client visits with selected wholesalers and NGOs. To support the PFC team to bring on wholesalers/NGOs as franchise partners. Reporting and Documentation Build, maintain, manage and report the database of all stakeholders in the plastic waste recycling sector. Maintain various due-diligence/assessments and other required documentation on an ongoing basis. Ensure timely, concise and accurate reports on a daily, weekly and monthly basis using a prescribed format. Ensure timely, concise and accurate CRM updates and as well as ensuring selected wholesalers/NGOs applications in time. Assist management to capture information pertaining to the designated region. General responsibilities Ensure professionalism at all times and demonstrate exemplary prioritization of workload skills Ensure the adherence of PFC policies, SOPs and other protocols . Ensure strict adherence to data confidentiality and security. Be willing to travel frequently across the region specified, sometimes at short notice, including other places as per the need of project or company. Work closely with the PFC team and partners Note: The roles and responsibilities outlined above are not meant to be an exhaustive list of tasks. Flexibility is required and the incumbent is expected to carry out any other related duties that are necessary for the optimum functioning of the company as a whole within the employee's skills and abilities whenever a need becomes apparent and reasonably instruction provided. Knowledge, Experience and Qualifications Any degree/ higher post graduate degrees/certificates. Five or more years of experience in plastic recycling/aggregation/ solid waste management sector managing government and NGO relations. Good understanding of social and environmental concepts and methodologies. Experience of being part of any program/project/stakeholder management team or field work would be an added advantage. Past experience of working in the fields of Urban or Rural Development, Environment, Community Relations / Interventions / Engagement, Plastics Recycling, Waste Management would be helpful. Fluency in Hindi, English and other local languages. Sound understanding of the informal sector and vulnerable communities. Skills Good interpersonal skills and ability to work in the field alone Open to new challenges Good data management, documentation and reporting skills Good computer skills; e.g MS Office and competence on CRM Ability to work under pressure and prioritize tasks Eye for detail Able to learn new systems, methods, processes and procedures Able to meet deadlines and produce quality outputs Proactive and self-motivated Humility, honesty, transparency, integrity and ability to maintain confidentiality Remuneration Remuneration will be par with industry standards and commensurate with experience Disclaimer PFC is an equal employment opportunity for all employees and provides employees with a work environment free of discrimination and harassment. All employment decisions at PFC are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. PFC will not tolerate any kind of discrimination or harassment based on any of these characteristics. PFC encourages applicants of all ages."	2
"Project Manager Job Description Precision 2 for Development, Inc. (PAD) seeks a Project Manager to support PAD operations, and scale-up activities in India by leading activities in collaboration with state governments, private/social enterprises, and other key partner organizations. PAD was established with a keen eye towards rigorous evaluation and constant experimentation. Each of our programs and partnerships have a strong complement of research, ranging from large- and small-scale randomized controlled trials (RCTs) to A/B tests to pilot trials. Most of PAD's research projects are led by Shawn Cole (Harvard Business School) and Michael Kremer (Harvard University). PAD's research activities are also supported by affiliated researchers from other institutions and are overseen by PAD's Boston-based Senior Researcher. Indian citizens are strongly encouraged to apply. Organization background PAD is a US-based non-profit organization with a mission to support smallholder farmers in developing countries by providing customized agricultural information and services that increase productivity, profitability, and environmental sustainability. PAD is pioneering a model for agricultural extension: delivering farmers personalized agricultural advice via their mobile phones. PAD implements this model in collaboration with partner organizations and gathers evidence on its impact. PAD aims to improve the lives of 100 million farmers in developing countries with its services. A key element of our approach is helping partners with wide reach such as governments, contract farming organizations, telecommunications firms, agribusiness, and NGOs to design, build, evaluate, and improve customized mobile phone-based agricultural advisory systems. We help partners structure and improve their service offerings through incorporation of the latest availability technologies and data as well as insights from behavioral economics and social learning theory. Taking a global approach, we bring experience on what has worked elsewhere to every engagement and continue to optimize to local contexts using A/B testing and rigorous evaluation. PAD currently has operations in four countries (Kenya, Ethiopia, India, Pakistan), is advising a partner in Rwanda, and is working towards new endeavors in Ecuador and Uganda. These opportunities have allowed PAD to reach over 900,000 farmers by 2019, both with our own services and research efforts as well as through partnerships. Responsibilities The Project Manager will be responsible for the following main tasks: Actively engage and supervise the implementation of various projects, including developing work plans and tracking progress, designing and launching new services to farmers, implementing improvements to existing systems, managing focus group discussions and other data collection activities, supporting research activities, and writing reports; Work closely with PAD team members and our partner organizations to launch new projects; Participate in developing project proposals; Maintain excellent relationship and communication with our partners to ensure the success of our projects; Support the dissemination of project results via presentations and reports; Support planning and hiring of required team for different projects Manage 3-4 staff members; and Manage project budgets and timelines. Qualifications and Experience Required: A master's degree in business, management, economics, public policy, or a related field At least 4 years' experience managing projects preferably in the developing world Experience of managing a diverse team Strong writing and oral communication skills in English Experience speaking and giving presentations in public Ability to manage multiple projects and stakeholders Strong understanding of data analytics and statistics Willingness and ability to work under tight timelines, and willingness to travel to project areas and internationally Ability to work independently and with minimum supervision Strong interpersonal skills and ability to lead the team of diverse professionals Desired: Experience and ability to work in multicultural settings Experience in smallholder 2 and the developing world Familiarity with impact evaluation method Consulting or other private sector experience Fluency in at least one Indian language (Hindi, Gujarati, Oriya, Kannada, Bengali, ) Position details Full time Start date: ASAP Location: Ludhiana / Kolkata / Bhubaneswar (Please indicate your location preference in your cover letter) Compensation: commensurate with experience To apply, please visit the PAD website and use the online application form. The job position will be available until June 15, 2019. Applications will be reviewed on a rolling basis."	2
"Research Scientist - (18007807) Description Research Scientist About Syngenta: Syngenta is one of the world’s leading 2 companies. Our ambition is to help safely feed the world while taking care of the planet. We aim to improve the sustainability, quality and safety of 2 with world class science and innovative crop solutions. Our technologies enable millions of farmers around the world to make better use of limited agricultural resources. With 28,000 people in more than 90 countries we are working to transform how crops are grown. Through partnerships, collaboration and The Good Growth Plan we are committed to improving farm productivity, rescuing land from degradation, enhancing biodiversity and revitalizing rural communities. To learn more visit www.syngenta.com and www.goodgrowthplan.com. Follow us on Twitter & LinkedIn at https://twitter.com/SyngentaAPAC and https://www.linkedin.com/company/syngenta/ About this Job: Role Purpose To perform the Analytical chemical characterization work, as discussed with the Team Leader T&E, to agreed timelines. Ensure HSEQ as per site policy and local Regulation requirements. Maintain Laboratory and equipment as per GLP requirements. Support the Study Director to GLP studies and documentation. Coordinate with external stakeholders Accountabilities Excellent experimental skills i.e., perform and document chromatographic and spectroscopic analysis. Minimum of 8-10 years with good technical knowledge of HPLC and GC in an industrial setup. Knowledge of method development/Validation with HPLC/GC. In-depth knowledge on LCMS, GCMS, NMR, IR etc. with at least 6 years practical experience. Able to plan and organize assigned work to achieve a high level of productivity and to meet critical deadlines. Maintain Laboratories and assigned equipment and document as per the GLP requirements. Characterize analytical references and certified substances to meet development and production schedule requirements. Ensure HSE and waste disposal as per the site policy. Communicate results and programs effectively with staff, peers, and customers. Ensure compliance with all company HS&E policies and GLP. Train junior scientist to enable safe and competent performance. Qualifications Knowledge, experience & capabilities PhD degree in Chemistry preferable in analytical or allied Science, area from the reputed Universities with strong academic records and good communication skills and sound in instrumentations with 5-6 years of industrial experience. OR Master degree in Chemistry preferable Analytical or allied Science, from the reputed Universities with strong academic records and good communication skills with >10 years of industrial experience. Experienced Analytical Chemist with sound GLP experience is desirable, Excellent experimental skills Able to plan and organize work to achieve a high level of productivity and to meet important deadlines. IT literate relevant to work Good knowledge of written and spoken English Behaviors: Team-Oriented o Demonstrates personal commitment to the team o Values and uses individual differences and talents Results-Oriented o Works tenaciously to deliver agreed goals o Self-disciplined to achieve results through effective prioritization and timely delivery o Is not afraid to take risks Communicative o Ensures structure and clarity in both verbal and written messages o Provides timely communications and feedback to stakeholders o Able to manage and influence multiple stakeholders Primary Location: IND-Goa-Ilhas Work Locations: IN6 Santa Monica Plant Corlim Ilhas 403110 Job: Technology"	2
"Allahabad Advance Agri Solutions is a commercial biotechnology firm established in Uttar Pradesh with a mandate to deliver technically proven superior quality tissue culture raised planting material and services to farmers for nurturing 2 sector of the region. The firm has full-fledged operation at Allahabad and Kausambi. The firm have production capacity of 0.5 million (5 lakhs) plantlets per annum. The Laboratory is extensively involved in the area of biotechnological research, development of commercially viable tissue culture protocol as well as production and distribution of tissue culture raised planting material of different plant species. A part from production of tissue culture plants organization is very much interested to collaborate with academic as well as research institution/ universities for imparting training (dissertation work) to students / staffs interested in the field. Qualification: Any graduate or postgraduate in biotechnology/ botany/ life science or equivalent. Fresher can also apply. Job Types: Full-time, Contract Salary: ₹42,000.00 to ₹60,000.00 /year Experience: work: 1 year (Preferred) Education: Secondary(10th Pass) (Preferred)"	2
"Looking for AGM - Pesticides Should have Sales & Marketing experience in Agro Chemical industry. Exploring the New business opportunities Responsible to achieve the assigned targets of the Business Unit Managing the Channel Sales Executing the promotional plans Adding new business partners Leading sales team Responsible for the collection of outstandings Experience : 15+ Years into On role Qualification : B.Sc - 2 Location : Vijayawada CTC : Max., 30 LPA If interested contact : Harish | 7207377464 | 9490930174 Job Type: Full-time"	2
"MPUAT Jobs 2019: 01 Vice Chancellor Vacancy for Array published on 24th May 2019. On 22/05/2019, MPUAT announced Job notification to hire candidates who completed Array for the position of Vice Chancellor. . Vacancy 1 : Vice Chancellor Qualification : Any Graduate Vacancies : 01 post Experience : 10 - 20 years Job Location : Udaipur Last Date to Apply : 29/06/2019Other Qualification Details: 1. Eligibility : Accordingly, the Chairman, Selection Committee (constituted as per Section 24(1) Of the MPUAT, Act), invites applications in the prescribed format for appointment to the post of Vice-Chancellor, Maharana Pratap University of 2 and Technology, Udaipur from distinguished/eminent educationists / scientists / academicians with the highest level of competence and institutional commitment. Please note that MPUAT is an equal opportunity employer. 2. Period : The appointment will be for a period Of three years.Age: 70 Years.Address. Registrar, Maharana Pratap University of 2 and Technology, Udaipur (Rajasthan) - 313001, PO Box No. 171 Selection Procedure : Selection Will be Based either Written Exam/Interview How to Apply : CV in prescribed format, as enclosed, duly signed by the candidates along with required information, needs to be sent by regular post to the Registrar, Maharana Pratap University of 2 and Technology, Udaipur (Rajasthan) - 313001, PO Box No. 171 and email on or before 29th June, 2019 uptill 5:00 PM. The applications must be send in a sealed cover and it rnust be super-scribed ""Application for the post of Vice-Chancellor (MPUAT, Udaipur)"". FreshersLIVE wishes you all the best. Visit 'www.fresherslive.com' for all your government job alerts, current affairs, and to take mock test for various govt jobs."	2
"Vasantdada Sugar Institute Jobs 2019: 01 Research Assistant Vacancy for Array Salary 15,000 published on 24th May 2019. On 24/05/2019, Vasantdada Sugar Institute announced Job notification to hire candidates who completed Array for the position of Research Assistant. . Vacancy 1 : Research Assistant Qualification : M.Sc, B.Sc Vacancies : 01 post Salary : Rs. 15,000Per Month Experience : 2 - 3 years Job Location : Pune Walk-In Date : 06/06/2019Other Qualification Details: A. Qualification and Experience: 1. Young dynamic candidate, preferably having Masters degree in Microbiology (M.Sc. Microbiology) 2-3 years experience or B.Sc. 2 with 2-3 years experience, having good knowledge of production of bioweedicide, microbial toxin production, microbial culture maintenance . 2. Candidate should have experience of conducting field trial on weed control3. Recording data of observations & its statistical analysis.B. Experience: Minimum 2-3 years experience in the production of microbial toxin as a bioweedicide, microbial culture maintenance, experience of conduct of field trial.C. Job Profile: i. Large scale production of microbial toxins as a Bioweedicideii. Evaluation of microbial toxins as a Bioweedicide for control of weeds at field scale.D.Compensation (per month): Consolidated salary of Rs.15,000/- per month. This post is purely on temporary/ contract basis on a period of 11 months only.E. Department/ Section: Agricultural Microbiology Section.Address For The Job: . Vasantdada Sugar Institute, Manjari(Bk.), Tal.: Haveli, Dist.: Pune – 412 307Terms and Conditions: . 1. Applications are to be submitted at the time of Walk in Interview only. No Email Application will be considered.2. Consolidated salary of Rs.15,000/- per month.3. Appointment is on contractual basis for a period of 11 months only.4. No TA/DA will be provided for appearing for the interview.5. Candidates must bring updated C.V./ resume, original mark sheets/certificates and experience certificates, testimonials alongwith certified photocopies at the time of interview.6. Decision of the Institute will be final.7. Institute reserves the rights to fill or cancel any post or all posts without assigning any reasons thereof. Selection Procedure : Selection Will be Based either Written Exam/Interview How to Apply : Eligible candidates with an excellent academic record and the relevant experience may Walk in for an interview to be held on 06th June 2019 at 11.00 a.m. at the Agri. Microbiology Section, VSI.FreshersLIVE wishes you all the best. Visit 'www.fresherslive.com' for all your government job alerts, current affairs, and to take mock test for various govt jobs."	2
"We are hiring Territory Manager for Marathwada and Vidarbha regions of Maharashtra. Responsibilities and Duties Lead the field sales team to help them achieve their monthly sales targets and goals Responsible for generating e-commerce orders from dealers and dealer Subscription sales Create a robust sales process in lines with the organizational goals (Short, Mid & Long Term) Track & Monitor daily targets and reporting of sales team Take necessary actions to ensure the dealers, farmers and brand ambassadors are using the tech products regularly and are well trained to do so Robust sales Plan for the quarter/ annual prepared after discussing with customers and understanding of the market Supportive role in sourcing of products / deals Hiring and training sales team Qualifications and Skills Street-smart, team player who has working experience of 5-7 years in Agricultural Input sales in Marathwada and Vidarbha Having good network with the Agricultural dealers, distributors & companies in Agri industry. Effective Sales Planner & excellent in Execution Passionate about 2 Job Type: Full-time"	2
"Walk-in-Interview for the following contractual positions as detailed below available under RKVY-RAFTAAR R-ABI scheme of Ministry of 2 and Farmers Welfare, Govt. of India funded - ANGRAU Poshan Incubator"", Department of Agricultural Extension, Regional Agricultural Research Station, Titupati - 517502, Chittoor district, Andhra Pradesh No. of Vacancies: 01 Pay scale: 0.70 (Rs in Lakhs) Essential: M. Tech/MBA/PGDM/Equivalent Master degree in Agri-Business/ Finance/ Marketing/ Agri Marketing/ Agri-Economics/ Economics/ Technology Commercialization / Entrepreneurship from recognized institute having relevant experience in at least 2-3 years in technology commercialization; supported incubators; Assessment, evaluation of projects startups and with experience in startup ecosystem Please see Detailed Advertisement Link for full info: https://angrau.ac.in/angrau/angrau_job/ANGRAUPOSHANINCUBATORRKVYRAFTAARRARSTIRUPATIWALKININTERVIEW012_1559133551.pdf"	2
Heritage is recognized as one of India s largest and most successful Dairy for the last 2 years Based in Hyderabad with an existing brand presence in Andhra Pradesh Telangana Tamilnadu Karnataka Maharastra Heritage is known for its high quality standards and premium range of Cattle Feed products and following high quality manufacturing packing and distribution practices Heritage is now become the ISO 22000 certified company by maintaining international quality standards Salary INR 1 00 000 - 2 00 000 P A Best In The IndustryIndustry 2 DairyFunctional Area Production Manufacturing MaintenanceRole…	2
